case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-00726,Lucknow District Court,Cheque Bounce,2024-03-01,2024,,27.99,0,8,1,27.99
NG-00727,Lucknow District Court,Cheque Bounce,2025-10-01,2025,,8.97,0,3,0,8.97
NG-00728,Delhi District Court,Family,2018-11-01,2018,2020-10-09 19:13:08.886847405,23.29,1,4,4,23.29
NG-00729,Lucknow District Court,Civil Dispute,2025-05-01,2025,,13.99,0,11,3,13.99
NG-00730,Jaipur District Court,Civil Dispute,2021-11-01,2021,2025-06-13 17:29:48.339471433,43.39,1,8,4,43.39
NG-00731,Lucknow District Court,Motor Accident,2023-04-01,2023,,38.99,0,5,1,38.99
NG-00732,Noida District Court,Civil Dispute,2025-05-01,2025,,13.99,0,10,1,13.99
NG-00733,Lucknow District Court,Property,2023-05-01,2023,,38.01,0,7,0,38.01
NG-00734,Lucknow District Court,Property,2025-01-01,2025,,17.94,0,8,3,17.94
NG-00735,Lucknow District Court,Family,2023-02-01,2023,2026-01-30 03:09:46.635126814,35.94,1,13,3,35.94
NG-00736,Delhi District Court,Motor Accident,2018-02-01,2018,2022-02-23 00:26:21.752523522,48.72,1,10,2,48.72
NG-00737,Jaipur District Court,Cheque Bounce,2018-09-01,2018,2023-07-24 19:41:27.981592016,58.73,1,4,0,58.73
NG-00738,Noida District Court,Motor Accident,2024-01-01,2024,,29.96,0,5,2,29.96
NG-00739,Lucknow District Court,Cheque Bounce,2023-01-01,2023,2025-01-30 10:28:25.085272241,24.98,1,9,3,24.98
NG-00740,Jaipur District Court,Civil Dispute,2025-12-01,2025,,6.96,0,7,4,6.96
NG-00741,Lucknow District Court,Cheque Bounce,2019-01-01,2019,2021-10-31 10:36:20.927053627,33.98,1,8,5,33.98
NG-00742,Delhi District Court,Cheque Bounce,2020-01-01,2020,2021-10-01 11:02:03.519841554,21.01,1,5,2,21.01
NG-00743,Lucknow District Court,Motor Accident,2025-11-01,2025,,7.95,0,6,2,7.95
NG-00744,Lucknow District Court,Family,2019-01-01,2019,2022-06-11 02:09:02.780621832,41.3,1,9,1,41.3
NG-00745,Noida District Court,Family,2022-12-01,2022,2024-08-30 00:17:18.884812223,20.96,1,5,2,20.96
NG-00746,Delhi District Court,Property,2025-10-01,2025,,8.97,0,16,3,8.97
NG-00747,Noida District Court,Cheque Bounce,2022-06-01,2022,2024-09-11 09:26:18.069227171,27.38,1,10,2,27.38
NG-00748,Jaipur District Court,Motor Accident,2025-06-01,2025,,12.98,0,7,2,12.98
NG-00749,Noida District Court,Family,2018-11-01,2018,2021-03-12 08:27:50.135178646,28.33,1,7,0,28.33
NG-00750,Noida District Court,Motor Accident,2023-07-01,2023,2024-12-04 04:10:26.815027967,17.15,1,5,4,17.15
NG-00751,Delhi District Court,Family,2019-07-01,2019,2021-04-25 15:34:10.436994632,21.83,1,7,1,21.83
NG-00752,Delhi District Court,Civil Dispute,2023-12-01,2023,,30.98,0,4,4,30.98
NG-00753,Lucknow District Court,Property,2018-07-01,2018,2023-08-12 23:30:04.765935519,61.4,1,8,5,61.4
NG-00754,Jaipur District Court,Cheque Bounce,2023-02-01,2023,2026-05-18 10:17:37.377007595,39.5,1,7,3,39.5
NG-00755,Noida District Court,Cheque Bounce,2022-01-01,2022,2024-02-07 15:34:54.924446484,25.22,1,7,2,25.22
NG-00756,Jaipur District Court,Motor Accident,2022-06-01,2022,2025-05-23 05:46:58.409202213,35.72,1,10,0,35.72
NG-00757,Lucknow District Court,Civil Dispute,2019-04-01,2019,2021-10-23 01:52:44.559419666,30.75,1,6,3,30.75
NG-00758,Noida District Court,Cheque Bounce,2020-04-01,2020,2021-04-18 15:43:39.615254304,12.57,1,4,2,12.57
NG-00759,Jaipur District Court,Civil Dispute,2020-07-01,2020,2023-07-30 22:22:01.422778077,36.96,1,9,4,36.96
NG-00760,Jaipur District Court,Family,2021-05-01,2021,2023-03-22 22:12:36.523889254,22.7,1,5,3,22.7
NG-00761,Noida District Court,Family,2022-08-01,2022,,46.98,0,6,1,46.98
NG-00762,Delhi District Court,Motor Accident,2023-04-01,2023,2026-04-10 03:23:13.547901117,36.31,1,10,5,36.31
NG-00763,Delhi District Court,Cheque Bounce,2019-06-01,2019,2021-04-23 15:10:41.775038898,22.75,1,4,1,22.75
NG-00764,Jaipur District Court,Motor Accident,2020-10-01,2020,2022-11-16 22:28:29.889563689,25.52,1,9,3,25.52
NG-00765,Noida District Court,Family,2025-05-01,2025,,13.99,0,5,5,13.99
NG-00766,Jaipur District Court,Motor Accident,2020-09-01,2020,2023-04-26 04:24:12.270730294,31.77,1,12,1,31.77
NG-00767,Delhi District Court,Motor Accident,2018-10-01,2018,2023-04-07 21:24:59.224256665,54.2,1,3,2,54.2
NG-00768,Jaipur District Court,Property,2023-03-01,2023,2025-04-21 00:01:12.988078553,25.69,1,4,2,25.69
NG-00769,Noida District Court,Property,2022-10-01,2022,2024-11-22 14:27:36.735308478,25.74,1,11,4,25.74
NG-00770,Delhi District Court,Cheque Bounce,2022-06-01,2022,,48.98,0,10,4,48.98
NG-00771,Jaipur District Court,Civil Dispute,2021-01-01,2021,2025-02-13 05:12:45.688844148,49.42,1,5,3,49.42
NG-00772,Delhi District Court,Property,2019-02-01,2019,2024-05-05 10:57:57.828611050,63.09,1,9,2,63.09
NG-00773,Delhi District Court,Property,2021-05-01,2021,2023-12-27 11:22:06.454660624,31.88,1,7,5,31.88
NG-00774,Delhi District Court,Cheque Bounce,2023-02-01,2023,2023-10-20 08:36:20.803463640,8.59,1,2,0,8.59
NG-00775,Jaipur District Court,Family,2020-01-01,2020,2021-04-14 01:05:18.437878861,15.41,1,9,1,15.41
NG-00776,Noida District Court,Cheque Bounce,2022-05-01,2022,2026-01-05 14:40:03.768378594,44.21,1,9,9,44.21
NG-00777,Lucknow District Court,Civil Dispute,2020-12-01,2020,2022-09-12 12:11:03.384351124,21.37,1,2,4,21.37
NG-00778,Noida District Court,Motor Accident,2025-09-01,2025,,9.95,0,2,4,9.95
NG-00779,Lucknow District Court,Family,2019-06-01,2019,2021-02-23 01:52:00.713994300,20.8,1,11,2,20.8
NG-00780,Jaipur District Court,Family,2020-04-01,2020,2023-08-30 11:47:10.091126748,40.95,1,5,0,40.95
NG-00781,Noida District Court,Property,2023-10-01,2023,,32.98,0,8,2,32.98
NG-00782,Lucknow District Court,Motor Accident,2024-08-01,2024,,22.96,0,6,3,22.96
NG-00783,Noida District Court,Family,2024-12-01,2024,,18.96,0,7,1,18.96
NG-00784,Delhi District Court,Cheque Bounce,2020-08-01,2020,2025-01-07 11:44:58.230672164,53.24,1,3,1,53.24
NG-00785,Delhi District Court,Civil Dispute,2021-07-01,2021,,59.99,0,7,3,59.99
NG-00786,Lucknow District Court,Property,2018-05-01,2018,2023-07-29 05:24:55.243156023,62.92,1,7,2,62.92
NG-00787,Jaipur District Court,Civil Dispute,2019-10-01,2019,2024-04-15 18:37:07.114790075,54.49,1,11,1,54.49
NG-00788,Noida District Court,Property,2018-04-01,2018,2021-11-13 03:04:25.241397363,43.43,1,9,4,43.43
NG-00789,Lucknow District Court,Cheque Bounce,2019-12-01,2019,2024-01-15 02:41:00.232890737,49.48,1,8,3,49.48
NG-00790,Lucknow District Court,Family,2021-10-01,2021,2024-07-14 06:54:51.170569326,33.42,1,11,1,33.42
NG-00791,Delhi District Court,Property,2021-07-01,2021,2024-08-28 08:32:11.114131525,37.92,1,6,1,37.92
NG-00792,Jaipur District Court,Family,2018-04-01,2018,2021-01-14 01:09:18.999636171,33.48,1,9,1,33.48
NG-00793,Noida District Court,Cheque Bounce,2025-07-01,2025,,11.99,0,4,4,11.99
NG-00794,Lucknow District Court,Cheque Bounce,2018-06-01,2018,2020-12-29 08:23:48.184159801,30.96,1,8,6,30.96
NG-00795,Noida District Court,Motor Accident,2021-01-01,2021,2023-03-22 13:18:05.058922766,26.63,1,6,1,26.63
NG-00796,Delhi District Court,Civil Dispute,2022-03-01,2022,,52.0,0,2,2,52.0
NG-00797,Noida District Court,Property,2021-04-01,2021,,62.98,0,10,3,62.98
NG-00798,Lucknow District Court,Civil Dispute,2019-05-01,2019,2023-04-16 00:59:31.111153373,47.5,1,7,3,47.5
NG-00799,Lucknow District Court,Cheque Bounce,2021-02-01,2021,2024-08-06 00:01:50.576727080,42.12,1,6,1,42.12
NG-00800,Delhi District Court,Civil Dispute,2023-10-01,2023,,32.98,0,9,2,32.98
NG-00801,Noida District Court,Motor Accident,2023-01-01,2023,2025-09-11 03:07:06.739917533,32.33,1,7,6,32.33
NG-00802,Delhi District Court,Civil Dispute,2025-12-01,2025,,6.96,0,5,4,6.96
NG-00803,Noida District Court,Property,2020-02-01,2020,2022-08-03 09:00:54.300296989,30.04,1,5,4,30.04
NG-00804,Delhi District Court,Civil Dispute,2021-10-01,2021,2023-09-23 10:25:55.324338571,23.73,1,5,2,23.73
NG-00805,Delhi District Court,Property,2022-11-01,2022,2025-06-15 00:16:28.604800917,31.44,1,6,2,31.44
NG-00806,Lucknow District Court,Civil Dispute,2021-05-01,2021,2023-12-30 09:00:44.259108186,31.98,1,6,4,31.98
NG-00807,Lucknow District Court,Motor Accident,2023-03-01,2023,2025-12-25 20:02:42.173346831,33.86,1,7,3,33.86
NG-00808,Noida District Court,Family,2020-04-01,2020,2023-12-02 23:25:12.123406231,44.05,1,4,2,44.05
NG-00809,Jaipur District Court,Property,2023-02-01,2023,,40.93,0,5,0,40.93
NG-00810,Lucknow District Court,Property,2020-06-01,2020,2024-02-05 15:32:17.257812573,44.17,1,10,2,44.17
NG-00811,Noida District Court,Civil Dispute,2024-05-01,2024,,25.99,0,8,5,25.99
NG-00812,Delhi District Court,Civil Dispute,2023-01-01,2023,2025-01-01 00:52:48.641432056,24.02,1,4,2,24.02
NG-00813,Delhi District Court,Family,2018-11-01,2018,2020-05-16 07:19:10.845056976,18.47,1,6,2,18.47
NG-00814,Jaipur District Court,Motor Accident,2019-05-01,2019,2026-04-04 16:26:17.189819272,83.14,1,11,3,83.14
NG-00815,Lucknow District Court,Civil Dispute,2023-08-01,2023,2024-05-13 19:28:29.835991024,9.42,1,5,0,9.42
NG-00816,Noida District Court,Cheque Bounce,2025-05-01,2025,,13.99,0,2,1,13.99
NG-00817,Lucknow District Court,Cheque Bounce,2022-08-01,2022,2025-06-20 17:02:28.841361705,34.65,1,9,2,34.65
NG-00818,Lucknow District Court,Cheque Bounce,2024-01-01,2024,,29.96,0,8,2,29.96
NG-00819,Lucknow District Court,Property,2019-12-01,2019,2024-07-11 04:34:08.650414917,55.33,1,7,3,55.33
NG-00820,Delhi District Court,Motor Accident,2020-10-01,2020,2023-08-28 02:44:27.575652183,34.86,1,7,2,34.86
NG-00821,Delhi District Court,Civil Dispute,2023-07-01,2023,,36.01,0,6,0,36.01
NG-00822,Jaipur District Court,Property,2018-12-01,2018,2022-01-23 03:46:05.862926504,37.75,1,9,1,37.75
NG-00823,Delhi District Court,Property,2020-03-01,2020,2022-10-27 21:54:36.472821540,31.9,1,6,2,31.9
NG-00824,Delhi District Court,Cheque Bounce,2023-07-01,2023,,36.01,0,10,0,36.01
NG-00825,Delhi District Court,Civil Dispute,2019-02-01,2019,2020-04-19 10:36:28.647956027,14.57,1,6,1,14.57
NG-00826,Jaipur District Court,Civil Dispute,2020-03-01,2020,2022-09-23 23:51:55.095567586,30.78,1,7,1,30.78
NG-00827,Delhi District Court,Cheque Bounce,2025-01-01,2025,,17.94,0,5,1,17.94
NG-00828,Noida District Court,Civil Dispute,2020-06-01,2020,2021-11-29 14:38:15.833195070,17.96,1,11,4,17.96
NG-00829,Delhi District Court,Property,2020-11-01,2020,2023-11-14 20:39:08.198238461,36.43,1,8,2,36.43
NG-00830,Jaipur District Court,Motor Accident,2018-02-01,2018,2020-10-12 05:33:06.002605051,32.33,1,7,2,32.33
NG-00831,Noida District Court,Cheque Bounce,2023-09-01,2023,2025-08-09 21:07:31.452920670,23.29,1,4,3,23.29
NG-00832,Lucknow District Court,Property,2023-11-01,2023,,31.96,0,8,6,31.96
NG-00833,Noida District Court,Cheque Bounce,2019-12-01,2019,2023-01-15 15:13:19.643245080,37.5,1,11,1,37.5
NG-00834,Noida District Court,Cheque Bounce,2022-10-01,2022,2025-03-22 11:50:11.014441995,29.68,1,5,1,29.68
NG-00835,Delhi District Court,Property,2023-02-01,2023,2024-09-10 20:43:29.238223575,19.31,1,5,2,19.31
NG-00836,Lucknow District Court,Cheque Bounce,2020-02-01,2020,2022-09-08 21:33:53.615071776,31.24,1,2,9,31.24
NG-00837,Noida District Court,Civil Dispute,2018-05-01,2018,2020-01-29 19:04:44.875943330,20.99,1,4,2,20.99
NG-00838,Delhi District Court,Cheque Bounce,2025-07-01,2025,,11.99,0,8,2,11.99
NG-00839,Jaipur District Court,Motor Accident,2019-12-01,2019,2021-02-07 17:54:30.201333958,14.28,1,7,2,14.28
NG-00840,Noida District Court,Cheque Bounce,2018-06-01,2018,2020-03-06 15:16:34.494764171,21.18,1,5,2,21.18
NG-00841,Lucknow District Court,Cheque Bounce,2021-04-01,2021,2025-02-09 12:53:25.374411703,46.34,1,11,4,46.34
NG-00842,Jaipur District Court,Cheque Bounce,2019-10-01,2019,2022-11-30 07:02:14.135141247,37.99,1,6,1,37.99
NG-00843,Delhi District Court,Property,2020-04-01,2020,2022-02-15 03:41:11.929673146,22.51,1,6,3,22.51
NG-00844,Delhi District Court,Cheque Bounce,2024-03-01,2024,,27.99,0,5,4,27.99
NG-00845,Lucknow District Court,Civil Dispute,2019-08-01,2019,2022-01-26 23:46:07.382175159,29.89,1,8,2,29.89
NG-00846,Lucknow District Court,Motor Accident,2022-04-01,2022,2024-04-24 18:37:26.791856961,24.8,1,6,4,24.8
NG-00847,Noida District Court,Cheque Bounce,2020-01-01,2020,2021-07-06 21:27:07.666657361,18.16,1,7,1,18.16
NG-00848,Noida District Court,Cheque Bounce,2020-03-01,2020,2021-12-18 05:13:50.268295827,21.59,1,9,1,21.59
NG-00849,Lucknow District Court,Civil Dispute,2020-04-01,2020,2021-12-17 01:59:41.784096068,20.53,1,5,4,20.53
NG-00850,Noida District Court,Civil Dispute,2020-09-01,2020,2022-11-28 04:14:49.751971797,26.88,1,6,7,26.88
NG-00851,Lucknow District Court,Property,2023-09-01,2023,2024-11-23 07:45:19.028504079,14.76,1,8,4,14.76
NG-00852,Jaipur District Court,Cheque Bounce,2025-06-01,2025,,12.98,0,3,4,12.98
NG-00853,Lucknow District Court,Cheque Bounce,2024-10-01,2024,,20.96,0,7,4,20.96
NG-00854,Delhi District Court,Motor Accident,2024-02-01,2024,2025-04-10 10:40:39.190547533,14.27,1,3,2,14.27
NG-00855,Noida District Court,Cheque Bounce,2019-02-01,2019,2023-09-05 11:45:10.819287639,55.11,1,6,2,55.11
NG-00856,Lucknow District Court,Property,2021-02-01,2021,2024-05-25 06:22:06.379364798,39.73,1,13,4,39.73
NG-00857,Delhi District Court,Cheque Bounce,2019-05-01,2019,2020-12-11 18:55:54.965090674,19.41,1,6,1,19.41
NG-00858,Jaipur District Court,Civil Dispute,2020-02-01,2020,2022-12-17 16:09:21.026193203,34.52,1,5,1,34.52
NG-00859,Jaipur District Court,Motor Accident,2021-07-01,2021,2023-12-10 06:36:47.536116744,29.31,1,7,1,29.31
NG-00860,Delhi District Court,Family,2023-09-01,2023,2025-12-13 10:04:58.777290001,27.41,1,8,6,27.41
NG-00861,Jaipur District Court,Family,2023-11-01,2023,,31.96,0,8,4,31.96
NG-00862,Jaipur District Court,Property,2025-04-01,2025,,14.98,0,9,3,14.98
NG-00863,Noida District Court,Civil Dispute,2022-04-01,2022,2024-02-09 06:52:04.548900927,22.32,1,5,2,22.32
NG-00864,Lucknow District Court,Property,2020-03-01,2020,2022-04-18 01:38:06.641511584,25.56,1,5,2,25.56
NG-00865,Delhi District Court,Civil Dispute,2018-01-01,2018,2020-08-16 06:39:06.952401648,31.48,1,13,1,31.48
NG-00866,Jaipur District Court,Property,2020-05-01,2020,2023-05-10 00:53:38.940766074,36.27,1,2,5,36.27
NG-00867,Lucknow District Court,Property,2018-01-01,2018,2021-10-21 07:30:10.958202253,45.64,1,7,2,45.64
NG-00868,Jaipur District Court,Motor Accident,2025-04-01,2025,,14.98,0,7,2,14.98
NG-00869,Noida District Court,Motor Accident,2021-08-01,2021,2022-10-09 15:57:13.701741258,14.28,1,7,3,14.28
NG-00870,Lucknow District Court,Family,2025-02-01,2025,,16.92,0,10,3,16.92
NG-00871,Jaipur District Court,Civil Dispute,2021-10-01,2021,2025-11-09 14:05:01.474220307,49.3,1,3,2,49.3
NG-00872,Noida District Court,Motor Accident,2022-10-01,2022,2025-10-18 09:37:27.605416563,36.58,1,12,4,36.58
NG-00873,Noida District Court,Family,2020-07-01,2020,2023-01-09 08:21:41.223553770,30.3,1,3,8,30.3
NG-00874,Delhi District Court,Cheque Bounce,2020-12-01,2020,2022-12-08 05:19:14.990737298,24.22,1,10,0,24.22
NG-00875,Lucknow District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,11,1,24.97
NG-00876,Lucknow District Court,Civil Dispute,2023-03-01,2023,,40.01,0,8,10,40.01
NG-00877,Noida District Court,Motor Accident,2020-10-01,2020,2024-10-28 06:35:18.586267200,48.89,1,10,2,48.89
NG-00878,Jaipur District Court,Civil Dispute,2019-11-01,2019,2024-11-19 04:11:50.831670963,60.62,1,10,4,60.62
NG-00879,Noida District Court,Cheque Bounce,2021-11-01,2021,2024-11-11 18:54:57.584208415,36.36,1,9,4,36.36
NG-00880,Delhi District Court,Civil Dispute,2023-06-01,2023,,36.99,0,7,1,36.99
NG-00881,Noida District Court,Motor Accident,2022-12-01,2022,2025-04-24 13:27:55.007015106,28.76,1,6,4,28.76
NG-00882,Jaipur District Court,Civil Dispute,2019-09-01,2019,2022-02-07 05:29:55.895214713,29.25,1,7,3,29.25
NG-00883,Noida District Court,Motor Accident,2023-10-01,2023,,32.98,0,14,5,32.98
NG-00884,Noida District Court,Cheque Bounce,2021-06-01,2021,,60.97,0,12,4,60.97
NG-00885,Lucknow District Court,Property,2022-12-01,2022,,42.97,0,8,2,42.97
NG-00886,Delhi District Court,Motor Accident,2020-01-01,2020,2021-08-25 03:29:17.364705740,19.78,1,14,2,19.78
NG-00887,Jaipur District Court,Cheque Bounce,2022-12-01,2022,2024-06-10 18:32:30.024930750,18.32,1,5,4,18.32
NG-00888,Noida District Court,Civil Dispute,2024-10-01,2024,2026-06-06 04:16:30.622950609,20.14,1,8,1,20.14
NG-00889,Jaipur District Court,Cheque Bounce,2024-09-01,2024,,21.94,0,3,2,21.94
NG-00890,Noida District Court,Motor Accident,2024-12-01,2024,,18.96,0,2,3,18.96
NG-00891,Lucknow District Court,Motor Accident,2022-03-01,2022,2026-02-10 05:38:01.055477008,47.38,1,13,3,47.38
NG-00892,Lucknow District Court,Civil Dispute,2019-05-01,2019,2021-07-27 23:55:44.280841287,26.91,1,8,4,26.91
NG-00893,Lucknow District Court,Motor Accident,2020-10-01,2020,2021-04-29 01:40:24.135848852,6.9,1,4,1,6.9
NG-00894,Noida District Court,Property,2022-07-01,2022,2025-01-12 23:16:17.051468462,30.45,1,9,2,30.45
NG-00895,Noida District Court,Civil Dispute,2018-07-01,2018,2020-07-21 14:23:37.685498274,24.69,1,7,0,24.69
NG-00896,Lucknow District Court,Motor Accident,2020-01-01,2020,2022-08-04 09:53:39.106120208,31.09,1,7,1,31.09
NG-00897,Noida District Court,Cheque Bounce,2022-07-01,2022,2024-02-17 09:18:30.514170355,19.59,1,10,4,19.59
NG-00898,Lucknow District Court,Cheque Bounce,2020-08-01,2020,2022-11-30 22:10:04.968924288,27.99,1,6,4,27.99
NG-00899,Noida District Court,Civil Dispute,2019-10-01,2019,2021-10-28 17:10:39.254436364,24.92,1,8,1,24.92
NG-00900,Lucknow District Court,Motor Accident,2020-09-01,2020,2024-05-25 10:36:38.645427553,44.76,1,8,1,44.76
NG-00901,Jaipur District Court,Family,2023-02-01,2023,2025-06-03 04:23:26.107324463,28.03,1,6,1,28.03
NG-00902,Lucknow District Court,Civil Dispute,2023-09-01,2023,,33.97,0,9,2,33.97
NG-00903,Lucknow District Court,Cheque Bounce,2023-01-01,2023,2025-01-12 02:29:19.795007402,24.38,1,6,1,24.38
NG-00904,Lucknow District Court,Civil Dispute,2021-11-01,2021,2025-03-28 20:12:42.137970243,40.86,1,8,2,40.86
NG-00905,Noida District Court,Motor Accident,2025-11-01,2025,,7.95,0,11,0,7.95
NG-00906,Noida District Court,Motor Accident,2018-12-01,2018,2020-05-14 03:19:33.430069902,17.42,1,6,2,17.42
NG-00907,Delhi District Court,Property,2025-08-01,2025,,10.97,0,4,4,10.97
NG-00908,Lucknow District Court,Family,2024-10-01,2024,2026-02-24 04:40:43.923924108,16.79,1,6,1,16.79
NG-00909,Delhi District Court,Family,2021-07-01,2021,2024-07-27 22:20:44.859751123,36.89,1,4,7,36.89
NG-00910,Jaipur District Court,Motor Accident,2022-04-01,2022,2023-12-27 22:26:25.958431020,20.89,1,5,1,20.89
NG-00911,Noida District Court,Property,2021-06-01,2021,,60.97,0,11,3,60.97
NG-00912,Lucknow District Court,Motor Accident,2025-11-01,2025,,7.95,0,5,2,7.95
NG-00913,Noida District Court,Family,2020-07-01,2020,2022-01-12 02:10:08.179336542,18.4,1,10,1,18.4
NG-00914,Noida District Court,Cheque Bounce,2022-08-01,2022,2026-05-04 01:13:50.948156395,45.07,1,11,3,45.07
NG-00915,Lucknow District Court,Cheque Bounce,2018-11-01,2018,2023-05-14 07:08:57.249194357,54.38,1,7,1,54.38
NG-00916,Lucknow District Court,Cheque Bounce,2018-06-01,2018,2021-03-01 12:09:02.988040199,33.0,1,7,7,33.0
NG-00917,Delhi District Court,Motor Accident,2024-06-01,2024,2026-01-24 19:00:30.275019555,19.8,1,11,1,19.8
NG-00918,Delhi District Court,Property,2023-09-01,2023,,33.97,0,5,2,33.97
NG-00919,Lucknow District Court,Family,2019-11-01,2019,2022-05-01 22:15:40.208539040,29.99,1,7,2,29.99
NG-00920,Jaipur District Court,Property,2024-05-01,2024,,25.99,0,12,4,25.99
NG-00921,Delhi District Court,Civil Dispute,2021-11-01,2021,2024-08-10 17:09:48.420741942,33.3,1,5,1,33.3
NG-00922,Jaipur District Court,Civil Dispute,2018-04-01,2018,2021-06-13 09:52:39.102323684,38.42,1,5,4,38.42
NG-00923,Delhi District Court,Property,2025-06-01,2025,,12.98,0,10,2,12.98
NG-00924,Jaipur District Court,Property,2020-01-01,2020,2021-04-02 19:47:48.674190197,15.04,1,4,0,15.04
NG-00925,Jaipur District Court,Motor Accident,2024-04-01,2024,,26.97,0,8,5,26.97
NG-00926,Jaipur District Court,Property,2020-04-01,2020,2022-03-13 23:25:34.834019773,23.39,1,3,2,23.39
NG-00927,Lucknow District Court,Cheque Bounce,2021-06-01,2021,2024-10-10 07:15:04.185866165,40.32,1,9,2,40.32
NG-00928,Delhi District Court,Cheque Bounce,2022-06-01,2022,2025-01-24 08:04:39.823419717,31.81,1,2,5,31.81
NG-00929,Delhi District Court,Family,2018-04-01,2018,2021-07-01 20:28:45.929485358,39.02,1,8,2,39.02
NG-00930,Delhi District Court,Motor Accident,2019-01-01,2019,2022-03-15 12:07:17.123585543,38.42,1,4,1,38.42
NG-00931,Jaipur District Court,Cheque Bounce,2023-01-01,2023,2024-09-07 16:33:25.826152731,20.23,1,5,2,20.23
NG-00932,Noida District Court,Civil Dispute,2025-10-01,2025,,8.97,0,7,1,8.97
NG-00933,Jaipur District Court,Cheque Bounce,2025-01-01,2025,,17.94,0,6,2,17.94
NG-00934,Jaipur District Court,Civil Dispute,2019-10-01,2019,2023-05-13 17:19:59.642092076,43.39,1,8,1,43.39
NG-00935,Noida District Court,Family,2022-12-01,2022,2024-07-12 23:17:37.149635760,19.38,1,10,2,19.38
NG-00936,Lucknow District Court,Property,2024-11-01,2024,,19.94,0,8,3,19.94
NG-00937,Delhi District Court,Cheque Bounce,2020-02-01,2020,2022-12-03 02:17:45.916159790,34.04,1,7,4,34.04
NG-00938,Noida District Court,Cheque Bounce,2023-05-01,2023,2024-10-23 14:15:22.424438977,17.79,1,12,2,17.79
NG-00939,Jaipur District Court,Family,2021-10-01,2021,2026-02-06 19:29:55.258105318,52.23,1,6,8,52.23
NG-00940,Noida District Court,Cheque Bounce,2020-04-01,2020,2022-07-31 20:13:03.378286344,27.98,1,8,0,27.98
NG-00941,Lucknow District Court,Property,2022-06-01,2022,2026-03-27 17:22:03.303140280,45.85,1,8,3,45.85
NG-00942,Jaipur District Court,Property,2024-03-01,2024,,27.99,0,10,3,27.99
NG-00943,Lucknow District Court,Civil Dispute,2019-11-01,2019,2022-12-05 11:36:01.127529552,37.14,1,5,2,37.14
NG-00944,Lucknow District Court,Property,2022-07-01,2022,2025-02-24 04:08:54.112424040,31.84,1,5,4,31.84
NG-00945,Jaipur District Court,Cheque Bounce,2025-03-01,2025,,16.0,0,6,5,16.0
NG-00946,Noida District Court,Cheque Bounce,2024-02-01,2024,,28.94,0,6,1,28.94
NG-00947,Jaipur District Court,Motor Accident,2021-11-01,2021,2023-06-05 17:56:22.324640807,19.11,1,5,5,19.11
NG-00948,Delhi District Court,Cheque Bounce,2019-01-01,2019,2024-02-18 05:17:59.518007937,61.57,1,7,1,61.57
NG-00949,Jaipur District Court,Cheque Bounce,2024-12-01,2024,,18.96,0,10,1,18.96
NG-00950,Jaipur District Court,Property,2023-09-01,2023,,33.97,0,9,1,33.97
NG-00951,Delhi District Court,Family,2022-02-01,2022,2025-07-06 00:27:30.485487404,41.1,1,9,3,41.1
NG-00952,Noida District Court,Family,2019-03-01,2019,2019-12-20 13:57:54.574965915,9.68,1,6,0,9.68
NG-00953,Lucknow District Court,Cheque Bounce,2018-12-01,2018,2022-04-20 07:09:33.541474812,40.61,1,10,3,40.61
NG-00954,Noida District Court,Family,2021-05-01,2021,2022-12-02 12:01:19.834085248,19.07,1,6,1,19.07
NG-00955,Jaipur District Court,Family,2019-09-01,2019,2021-03-18 23:04:53.838133357,18.56,1,10,2,18.56
NG-00956,Delhi District Court,Family,2020-08-01,2020,2022-07-14 06:19:46.768557051,23.4,1,5,4,23.4
NG-00957,Lucknow District Court,Property,2018-07-01,2018,2020-08-31 22:43:20.553551472,26.05,1,9,2,26.05
NG-00958,Delhi District Court,Family,2018-02-01,2018,2019-08-17 20:46:16.236156267,18.49,1,2,3,18.49
NG-00959,Delhi District Court,Motor Accident,2023-09-01,2023,,33.97,0,6,3,33.97
NG-00960,Lucknow District Court,Motor Accident,2018-10-01,2018,2023-04-25 02:43:23.655227243,54.77,1,5,3,54.77
NG-00961,Delhi District Court,Cheque Bounce,2024-10-01,2024,,20.96,0,7,1,20.96
NG-00962,Lucknow District Court,Family,2018-10-01,2018,2021-02-04 18:15:33.441725977,28.18,1,6,2,28.18
NG-00963,Lucknow District Court,Motor Accident,2021-05-01,2021,2024-01-13 19:01:24.486803451,32.45,1,8,5,32.45
NG-00964,Jaipur District Court,Civil Dispute,2021-07-01,2021,2023-11-10 16:23:18.343687464,28.34,1,7,4,28.34
NG-00965,Lucknow District Court,Cheque Bounce,2024-03-01,2024,,27.99,0,3,1,27.99
NG-00966,Lucknow District Court,Motor Accident,2019-07-01,2019,2022-12-13 19:14:22.169381565,41.45,1,5,2,41.45
NG-00967,Noida District Court,Property,2018-05-01,2018,2023-03-08 19:09:58.066204219,58.24,1,8,1,58.24
NG-00968,Noida District Court,Civil Dispute,2018-12-01,2018,2021-05-22 20:18:38.110846780,29.69,1,6,3,29.69
NG-00969,Delhi District Court,Cheque Bounce,2022-07-01,2022,,48.0,0,6,5,48.0
